"SUID","% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GOGroups","GOID","GOLevels","GOTerm","Group PValue","Group PValue Corrected with Bonferroni step down","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"24161","22.40802764892578",,,"[ABCB1, ABCC1, ABL1, APC, APC2, ATM, BAK1, BCL2, BCL2L11, BCL2L2, BMF, BMI1, BMPR2, BRCA1, CASP3, CCND1, CCND2, CCNE1, CCNE2, CCNG1, CD44, CDC25A, CDC25B, CDC25C, CDCA5, CDK6, CDKN1A, CDKN1B, CDKN2A, COMMD3-BMI1, CREBBP, CRK, CRKL, CYP1B1, CYP24A1, DDIT4, DICER1, DNMT1, DNMT3A, DNMT3B, E2F1, E2F2, E2F3, EFNA3, EGFR, EP300, ERBB2, ERBB3, EZH2, EZR, FGFR3, FOXP1, FSCN1, FZD3, GLS, GLS2, GRB2, HDAC1, HDAC4, HMGA2, HMOX1, HNRNPK, HOXD10, HRAS, IGF2BP1, IKBKB, IRS1, IRS2, ITGA5, ITGB3, KIF23, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK7, MARCKS, MCL1, MDM2, MDM4, MET, MIR1-1, MIR1-2, MIR100, MIR101-1, MIR101-2, MIR103A1, MIR103A2, MIR103B1, MIR103B2, MIR106B, MIR107, MIR10A, MIR10B, MIR122, MIR124-1, MIR124-2, MIR124-3, MIR125A, MIR125B1, MIR125B2, MIR126, MIR128-1, MIR128-2, MIR129-1, MIR129-2, MIR133A1, MIR133A2, MIR133B, MIR135A1, MIR135A2, MIR135B, MIR137, MIR141, MIR143, MIR145, MIR146A, MIR150, MIR152, MIR155, MIR15A, MIR15B, MIR16-1, MIR16-2, MIR17, MIR181A1, MIR181A2, MIR181B1, MIR181B2, MIR181C, MIR181D, MIR183, MIR18A, MIR192, MIR193B, MIR194-1, MIR194-2, MIR195, MIR199A1, MIR199A2, MIR199B, MIR19A, MIR19B1, MIR19B2, MIR200A, MIR200B, MIR200C, MIR203A, MIR203B, MIR205, MIR206, MIR20A, MIR21, MIR210, MIR214, MIR215, MIR221, MIR222, MIR223, MIR224, MIR23A, MIR23B, MIR23C, MIR25, MIR26A1, MIR26A2, MIR26B, MIR27A, MIR27B, MIR28, MIR29A, MIR29B1, MIR29B2, MIR29C, MIR30A, MIR30B, MIR30C1, MIR30C2, MIR30D, MIR30E, MIR31, MIR32, MIR324, MIR326, MIR330, MIR331, MIR335, MIR342, MIR345, MIR34A, MIR34B, MIR34C, MIR363, MIR373, MIR375, MIR423, MIR449A, MIR451A, MIR483, MIR494, MIR520A, MIR520B, MIR520C, MIR520E, MIR520G, MIR520H, MIR602, MIR615, MIR625, MIR7-1, MIR7-2, MIR7-3, MIR9-1, MIR9-2, MIR9-3, MIR92A1, MIR92A2, MIR96, MIR99A, MIRLET7A1, MIRLET7A2, MIRLET7A3, MIRLET7B, MIRLET7C, MIRLET7D, MIRLET7E, MIRLET7F1, MIRLET7F2, MIRLET7G, MIRLET7I, MMP16, MMP9, MTOR, MYC, NFKB1, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NRAS, PAK4, PDCD4, PDGFA, PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3R2, PIM1, PLAU, PLCG1, PLCG2, PRKCA, PRKCB, PRKCE, PRKCG, PTEN, PTGS2, RAF1, RASSF1, RDX, RECK, RHOA, ROCK1, RPS6KA5, RPTOR, SERPINB5, SHC1, SHC4, SIRT1, SLC45A3, SLC7A1, SOCS1, SOS1, SOS2, SOX4, SPRY2, ST14, STAT3, STMN1, TGFB2, THBS1, TIMP3, TNC, TNN, TNR, TNXB, TP53, TP63, TPM1, TRIM71, UBE2I, VEGFA, VIM, WNT3, WNT3A, ZEB1, ZEB2, ZFPM2]","[ABCC1, ABL1, APC2, ATM, BCL2L11, BMPR2, BRCA1, CCND2, CCNG1, CD44, CDC25A, CDK6, CREBBP, CYP24A1, DNMT1, DNMT3A, DNMT3B, E2F3, EP300, EZH2, FGFR3, FOXP1, GRB2, HDAC4, HRAS, IKBKB, IRS1, ITGB3, KRAS, MAP2K2, MARCKS, MCL1, MDM2, MMP16, NOTCH1, NOTCH2, NOTCH3, NRAS, PAK4, PDCD4, PDGFRA, PDGFRB, PIK3CA, PIK3R2, PLCG2, PRKCA, PRKCE, RAF1, RDX, RECK, RPS6KA5, SERPINB5, SHC4, SLC7A1, SOS1, SOS2, SOX4, ST14, TGFB2, TIMP3, TNC, TNN, TNR, TNXB, TP63, ZEB2, ZFPM2]","","","","","","","","[Group01]","KEGG:05206","[-1]","MicroRNAs in cancer","{Group01=1.8443246392266087E-4}","{Group01=1.8443246392266087E-4}","MicroRNAs%20in%20cancer","67","KEGG_04.09.2018","TRUE","false","MicroRNAs%20in%20cancer","1.8443246392266087E-4","0.04500152119712925","","KEGG:05206"
"24162","7.317073345184326",,,"[ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, AKR1C2, ALDH1A3, ALDH3A1, ALDH3B1, ALDH3B2, ARNT, CBR1, CHRNA7, CYP1A1, CYP1A2, CYP1B1, CYP2A13, CYP2A6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2E1, CYP3A4, CYP3A43, CYP3A5, CYP3A7, CYP3A7-CYP3A51P, EPHX1, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, HSD11B1, KYAT1, KYAT3, MGST1, MGST2, MGST3, NAT1, NAT2, PTGS2, SULT1A1, SULT1A2, SULT1A3, SULT1A4, SULT2A1, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7]","[ADH4, ADH5, ALDH3A1, CYP2E1, HSD11B1, MGST1]","","","","","","","","[Group18]","KEGG:05204","[-1]","Chemical carcinogenesis","{Group18=5.830227782640569E-9}","{Group18=8.745341673960853E-8}","Chemical%20carcinogenesis","6","KEGG_04.09.2018","TRUE","false","Chemical%20carcinogenesis","1.289157322491542E-7","3.4162669046025865E-5","","KEGG:05204"
"24163",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000100387","KEGG:05211","RBX1","","RBX1","","","9978",,"","ASSOCIATED_GENE","false","9978",,,"[P62877]","9978"
"24164",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000172379","KEGG:05211","ARNT2","","ARNT2","","","9915",,"","ASSOCIATED_GENE","false","9915",,,"[Q7Z3A3, Q86TN1, Q9HBZ2, X5DQN9]","9915"
"24165",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000132694","KEGG:05200","ARHGEF11","","ARHGEF11","","","9826",,"","ASSOCIATED_GENE","false","9826",,,"[O15085]","9826"
"24166",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000168040","KEGG:05200","FADD","","FADD","","","8772",,"","ASSOCIATED_GENE","false","8772",,,"[Q13158]","8772"
"24167",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000079102","KEGG:05200","RUNX1T1","","RUNX1T1","","","862",,"","ASSOCIATED_GENE","false","862",,,"[A0A087WWT6, A0A0A0MSU1, B2R6I9, Q06455, W8FW32]","862"
"24168",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000055130","KEGG:05200","CUL1","","CUL1","","","8454",,"","ASSOCIATED_GENE","false","8454",,,"[A0A090N7U0, B3KTW0, Q13616]","8454"
"24169",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000108094","KEGG:05211","CUL2","","CUL2","","","8453",,"","ASSOCIATED_GENE","false","8453",,,"[A0A0A0MTN0, A0A140VKB1, B7Z1Y1, Q13617]","8453"
"24170",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000064012","KEGG:05200","CASP8","","CASP8","","","841",,"","ASSOCIATED_GENE","false","841",,,"[A0A024R3Z8, Q14790]","841"
"24171",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000155760","KEGG:05200","FZD7","","FZD7","","","8324",,"","ASSOCIATED_GENE","false","8324",,,"[O75084]","8324"
"24172",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000164930","KEGG:05200","FZD6","","FZD6","","","8323",,"","ASSOCIATED_GENE","false","8323",,,"[A0A024R9E9, B4DL33, B4E236, O60353]","8323"
"24173",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000168646","KEGG:05200","AXIN2","","AXIN2","","","8313",,"","ASSOCIATED_GENE","false","8313",,,"[E7ES00, Q9Y2T1]","8313"
"24174",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000103126","KEGG:05200","AXIN1","","AXIN1","","","8312",,"","ASSOCIATED_GENE","false","8312",,,"[A0A0S2Z4R0, A0A0S2Z4S3, O15169]","8312"
"24175",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000109906","KEGG:05200","ZBTB16","","ZBTB16","","","7704",,"","ASSOCIATED_GENE","false","7704",,,"[A0A024R3C6, Q05516]","7704"
"24176",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000169884","KEGG:05200","WNT10B","","WNT10B","","","7480",,"","ASSOCIATED_GENE","false","7480",,,"[O00744]","7480"
"24177",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000154764","KEGG:05200","WNT7A","","WNT7A","","","7476",,"","ASSOCIATED_GENE","false","7476",,,"[O00755]","7476"
"24178",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000115596","KEGG:05200","WNT6","","WNT6","","","7475",,"","ASSOCIATED_GENE","false","7475",,,"[Q8N2E5, Q9Y6F9]","7475"
"24179",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000105989","KEGG:05200","WNT2","","WNT2","","","7472",,"","ASSOCIATED_GENE","false","7472",,,"[P09544]","7472"
"24180",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000125084","KEGG:05200","WNT1","","WNT1","","","7471",,"","ASSOCIATED_GENE","false","7471",,,"[P04628]","7471"
"24181",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000198431","KEGG:05200","TXNRD1","","TXNRD1","","","7296",,"","ASSOCIATED_GENE","false","7296",,,"[B7Z2S5, Q16881]","7296"
"24182",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000131323","KEGG:05200","TRAF3","","TRAF3","","","7187",,"","ASSOCIATED_GENE","false","7187",,,"[A6NHG8, Q13114]","7187"
"24183",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000056558","KEGG:05200","TRAF1","","TRAF1","","","7185",,"","ASSOCIATED_GENE","false","7185",,,"[Q13077]","7185"
"24184",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000047410","KEGG:05200","TPR","","TPR","","","7175",,"","ASSOCIATED_GENE","false","7175",,,"[P12270]","7175"
"24185",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000143549","KEGG:05414","TPM3","","TPM3","","","7170",,"","ASSOCIATED_GENE","false","7170",,,"[A0A087WWU8, A0A0S2Z4G4, A0A0S2Z4I4, B4DQ80, P06753]","7170"
"24186",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000164362","KEGG:05200","TERT","","TERT","","","7015",,"","ASSOCIATED_GENE","false","7015",,,"[O14746]","7015"
"24187",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000138378","KEGG:05200","STAT4","","STAT4","","","6775",,"","ASSOCIATED_GENE","false","6775",,,"[Q14765]","6775"
"24188",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000139618","KEGG:05200","BRCA2","","BRCA2","","","675",,"","ASSOCIATED_GENE","false","675",,,"[P51587]","675"
"24189",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000185591","KEGG:05200","SP1","","SP1","","","6667",,"","ASSOCIATED_GENE","false","6667",,,"[P08047]","6667"
"24190",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000164161","KEGG:05200","HHIP","","HHIP","","","64399",,"","ASSOCIATED_GENE","false","64399",,,"[Q96QV1]","64399"
"24191",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000077092","KEGG:05200","RARB","","RARB","","","5915",,"","ASSOCIATED_GENE","false","5915",,,"[F1D8S6, P10826, Q3SB16, Q5QHG3, Q86UC5]","5915"
"24192",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000131759","KEGG:05200","RARA","","RARA","","","5914",,"","ASSOCIATED_GENE","false","5914",,,"[A8K840, A8MUP8, F1D8N9, P10276, Q6I9R7]","5914"
"24193",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000051180","KEGG:05200","RAD51","","RAD51","","","5888",,"","ASSOCIATED_GENE","false","5888",,,"[Q06609]","5888"
"24194",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000171522","KEGG:05200","PTGER4","","PTGER4","","","5734",,"","ASSOCIATED_GENE","false","5734",,,"[A0PJF5, P35408]","5734"
"24195",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000132170","KEGG:05200","PPARG","","PPARG","","","5468",,"","ASSOCIATED_GENE","false","5468",,,"[D2KUA6, E9PFX5, P37231, Q4W448]","5468"
"24196",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000112033","KEGG:05200","PPARD","","PPARD","","","5467",,"","ASSOCIATED_GENE","false","5467",,,"[A0A024RCW6, F1D8S7, Q03181]","5467"
"24197",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000135766","KEGG:05211","EGLN1","","EGLN1","","","54583",,"","ASSOCIATED_GENE","false","54583",,,"[Q9GZT9, R4SCQ0]","54583"
"24198",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000140464","KEGG:05200","PML","","PML","","","5371",,"","ASSOCIATED_GENE","false","5371",,,"[P29590]","5371"
"24199",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000107882","KEGG:05200","SUFU","","SUFU","","","51684",,"","ASSOCIATED_GENE","false","51684",,,"[A0A223LX15, Q9UMX1]","51684"
"24200",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000122008","KEGG:05200","POLK","","POLK","","","51426",,"","ASSOCIATED_GENE","false","51426",,,"[A0A024RAP4, Q9UBT6]","51426"
"24201",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000095002","KEGG:05200","MSH2","","MSH2","","","4436",,"","ASSOCIATED_GENE","false","4436",,,"[A0A2R8Y6P0, P43246]","4436"
"24202",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000076242","KEGG:05200","MLH1","","MLH1","","","4292",,"","ASSOCIATED_GENE","false","4292",,,"[A0A024R2S9, P40692, Q59EG3]","4292"
"24203",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000162337","KEGG:05200","LRP5","","LRP5","","","4041",,"","ASSOCIATED_GENE","false","4041",,,"[O75197]","4041"
"24204",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000166813","KEGG:05200","KIF7","","KIF7","","","374654",,"","ASSOCIATED_GENE","false","374654",,,"[Q2M1P5]","374654"
"24205",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000173801","KEGG:05412","JUP","","JUP","","","3728",,"","ASSOCIATED_GENE","false","3728",,,"[A0A0S2Z487, P14923]","3728"
"24206",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000096996","KEGG:05200","IL12RB1","","IL12RB1","","","3594",,"","ASSOCIATED_GENE","false","3594",,,"[P42701]","3594"
"24207",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000113302","KEGG:05200","IL12B","","IL12B","","","3593",,"","ASSOCIATED_GENE","false","3593",,,"[P29460]","3593"
"24208",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000168811","KEGG:05200","IL12A","","IL12A","","","3592",,"","ASSOCIATED_GENE","false","3592",,,"[O60595, P29459]","3592"
"24209",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000027697","KEGG:05200","IFNGR1","","IFNGR1","","","3459",,"","ASSOCIATED_GENE","false","3459",,,"[A0A0S2Z3Y2, A0A2R8Y4U4, A0A2R8YFL3, P15260]","3459"
"24210",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000120868","KEGG:05200","APAF1","","APAF1","","","317",,"","ASSOCIATED_GENE","false","317",,,"[O14727]","317"
"24211",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000143924","KEGG:05200","EML4","","EML4","","","27436",,"","ASSOCIATED_GENE","false","27436",,,"[B5MBZ0, Q9HC35]","27436"
"24212",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000106571","KEGG:05200","GLI3","","GLI3","","","2737",,"","ASSOCIATED_GENE","false","2737",,,"[A0A2R8YGX0, P10071]","2737"
"24213",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000074047","KEGG:05200","GLI2","","GLI2","","","2736",,"","ASSOCIATED_GENE","false","2736",,,"[P10070, Q1PSW9, Q59FV5]","2736"
"24214",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000171094","KEGG:05200","ALK","","ALK","","","238",,"","ASSOCIATED_GENE","false","238",,,"[B6D4Y2, Q9UM73]","238"
"24215",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000035664","KEGG:05200","DAPK2","","DAPK2","","","23604",,"","ASSOCIATED_GENE","false","23604",,,"[A0A024R603, Q9UIK4]","23604"
"24216",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000135547","KEGG:05200","HEY2","","HEY2","","","23493",,"","ASSOCIATED_GENE","false","23493",,,"[Q5TF93, Q9UBP5]","23493"
"24217",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000091483","KEGG:05211","FH","","FH","","","2271",,"","ASSOCIATED_GENE","false","2271",,,"[A0A0S2Z4C3, P07954]","2271"
"24218",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000140009","KEGG:05200","ESR2","","ESR2","","","2100",,"","ASSOCIATED_GENE","false","2100",,,"[F1D8N3, Q0PTK2, Q7LCB3, Q92731]","2100"
"24219",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000116016","KEGG:05211","EPAS1","","EPAS1","","","2034",,"","ASSOCIATED_GENE","false","2034",,,"[B3KW07, Q99814]","2034"
"24220",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000151617","KEGG:05200","EDNRA","","EDNRA","","","1909",,"","ASSOCIATED_GENE","false","1909",,,"[P25101]","1909"
"24221",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000112242","KEGG:05206","E2F3","","E2F3","","","1871",,"","ASSOCIATED_GENE","false","1871",,,"[O00716]","1871"
"24222",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000161202","KEGG:05200","DVL3","","DVL3","","","1857",,"","ASSOCIATED_GENE","false","1857",,,"[Q92997, Q9UG07]","1857"
"24223",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000101384","KEGG:05200","JAG1","","JAG1","","","182",,"","ASSOCIATED_GENE","false","182",,,"[P78504, Q99740]","182"
"24224",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000134574","KEGG:05200","DDB2","","DDB2","","","1643",,"","ASSOCIATED_GENE","false","1643",,,"[Q92466]","1643"
"24225",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000196730","KEGG:05200","DAPK1","","DAPK1","","","1612",,"","ASSOCIATED_GENE","false","1612",,,"[B4DHI4, P53355, Q59H88]","1612"
"24226",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000175029","KEGG:05200","CTBP2","","CTBP2","","","1488",,"","ASSOCIATED_GENE","false","1488",,,"[P56545, Q5SQP8]","1488"
"24227",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000269858","KEGG:05211","EGLN2","","EGLN2","","","112398",,"","ASSOCIATED_GENE","false","112398",,,"[A0A024R0R2, Q96KS0]","112398"
"24228",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000090932","KEGG:05200","DLL3","","DLL3","","","10683",,"","ASSOCIATED_GENE","false","10683",,,"[Q9NYJ7]","10683"
"24229",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000184470","KEGG:05200","TXNRD2","","TXNRD2","","","10587",,"","ASSOCIATED_GENE","false","10587",,,"[E7EWK1, Q9NNW7]","10587"
"24230",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000114354","KEGG:05200","TFG","","TFG","","","10342",,"","ASSOCIATED_GENE","false","10342",,,"[Q05BK6, Q92734]","10342"
